id,manufacturer,model,year,gearbox_type,operating_hours,fuel_type,registration_fees,efficiency,engine_capacity,price
PZXdjpZHcSHSA4b5MXHPNy,G,G_0,2020,Manual,50,Petrol,145,56.5,1.0,15199
46EadvGh4CL9fwq8UZwhci,B,B_0,2014,Automatic,69722,Diesel,160,51.4,3.0,13800
UgwTXHLR2Tnj5JVpcqAWco,G,G_1,2017,Manual,37886,Diesel,20,67.3,2.0,14498
bt54QJLDgbmV3ZvfYuP53F,F,F_9,2017,Semi-Auto,17145,Petrol,200,42.8,1.8,13495
VCd9WVEWyXDU6LVQTtGxnN,G,G_0,2019,Manual,10,Petrol,145,55.4,1.1,12400
PyTLFNduuNLg8GiSUDbkxT,G,G_3,2017,Manual,31073,Diesel,125,60.1,2.0,15498
FmKsyHoqAdXboAJFJrrvaV,B,B_5,2020,Semi-Auto,25,Diesel,145,60.1,2.0,27500
6g5FuPgk3Rtfn3wpxkpPD9,A,A_6,2016,Automatic,22938,Petrol,200,40.9,1.4,11698
TCfuey5BuajyEpmkACCBqq,I,I_6,2019,Semi-Auto,17160,Diesel,145,65.7,1.5,18499
7zvqttzE5sWewmAyx3u8fs,I,I_4,2017,Semi-Auto,17763,Diesel,145,39.2,3.0,40980
bUs64pziR7UP43Y4vvZ4SA,G,G_1,2016,Manual,49470,Diesel,0,74.3,1.5,8899
5XCFmiXSvXPbp67hkQPK3p,C,C_2,2020,Semi-Auto,4765,Diesel,145,48.7,2.0,30990
eu8a59FGxU4nNhb64e7THv,G,G_0,2018,Manual,12038,Petrol,145,65.7,1.0,12700
DUX3PnFx5jrAsiKWdvvwLK,A,A_3,2013,Manual,39110,Diesel,30,62.8,1.7,7690
HwDnXftS6KLmrpSaBiWbdR,A,A_0,2019,Manual,12753,Petrol,145,43.5,1.4,9998
79RCForFxraA58cSCBf2BS,I,I_6,2016,Semi-Auto,63402,Diesel,20,68.9,2.1,15498
EdpciVwqJFJxKx7rCaFhn2,I,I_6,2020,Manual,2502,Petrol,145,47.1,1.3,25980
MTbYUzbeCqeR6j4a83YLyP,G,G_13,2017,Manual,21738,Diesel,30,64.2,1.5,10998
hgiLXL43ERRRTnBWHhfngY,A,A_15,2018,Manual,13720,Diesel,145,53.3,1.5,15000
gex6RG7nGEqavbsyT2Watx,B,B_14,2019,Semi-Auto,3455,Diesel,145,34.9,3.0,54995
dZ7JKXdhtVfGtGiUyKk8he,D,D_3,2014,Manual,90000,Diesel,145,53.3,1.7,7475
BBLUzcYMWK9HE7pNuZqCmb,H,H_8,2012,Manual,80550,Diesel,200,46.3,2.0,6500
7B4TLzHGbTw3Za6kWvdAJo,I,I_9,2016,Semi-Auto,63507,Hybrid,0,76.4,2.1,17498
TRGKhcHh6q7UTioo9YQ6M7,A,A_9,2014,Manual,38702,Petrol,125,51.4,1.4,6000
LcMX2zQoUoX9R3vGF9Ep2y,I,I_9,2018,Semi-Auto,24158,Diesel,145,60.1,2.1,20495
XP7nrC87J8SAvGk8Qyj9gN,H,H_2,2015,Semi-Auto,50863,Diesel,160,51.4,2.0,11698
6VQzg2gdMYFziwdxBbCaWu,A,A_12,2018,Manual,9781,Petrol,150,47.1,1.5,14490
HzETaVNwAZHhXmSkpz4S4q,B,B_2,2016,Manual,18644,Diesel,0,78.5,1.5,11799
ZtcxcGkFxAWmgbBuGEWQRS,A,A_0,2019,Manual,22,Petrol,145,43.5,1.4,12498
3FG65snCEQXfJrYu7aAT2f,G,G_0,2017,Manual,12518,Petrol,145,47.9,1.6,12979
THkW35Sa9MNbzG6NimRzFd,B,B_7,2014,Semi-Auto,62121,Diesel,125,60.1,2.0,9698
CtsDZCaXGTyBBpWBCfJLsX,G,G_0,2019,Manual,2279,Petrol,145,48.7,1.1,13050
8v5xcYpys8ZiQSYbMPJ2Pd,G,G_0,2015,Manual,4627,Petrol,125,54.3,1.2,7495
PdoPbvtqaxNsk3PwnTA3Zd,H,H_0,2018,Automatic,5475,Diesel,145,67.3,2.0,15000
GphFqHtK7zGj68AMxcwF8w,H,H_5,2017,Manual,25291,Petrol,150,57.7,1.2,8499
dHrSXSepHNUYwub6FpFnLe,G,G_1,2018,Manual,16071,Petrol,145,57.7,1.0,13900
Y9fujv35VBzb2KBNyfyxRG,G,G_1,2019,Manual,8800,Petrol,150,51.4,1.5,18898
GWYZffTAFuSGNaeGQ8ADKb,I,I_9,2019,Semi-Auto,1000,Diesel,145,64.2,2.0,32069
3xHtfULLdiYueJgZfkXec8,B,B_7,2012,Manual,62000,Diesel,145,55.4,2.0,8990
DNnNCkLQx5XZAX6qLqSYHR,D,D_3,2015,Manual,40096,Diesel,145,54.3,1.7,8991
bxmS9a7JWuf2NrAWSgESMT,B,B_5,2019,Automatic,11,Diesel,145,51.4,3.0,33880
iT2A8jxs4ia4JdW5opgcnM,C,C_17,2019,Semi-Auto,7442,Diesel,145,38.7,2.0,27995
mEvLxhskpVQVFWT9kLLpvJ,B,B_4,2019,Manual,2033,Petrol,145,52.3,1.5,26481
bBJiYq2jg9YQrtcpdX8wh4,D,D_7,2018,Manual,6922,Petrol,145,44.1,1.0,13498
MNHCU2rESvTqd4vv3Ww5Sx,E,E_1,2018,Semi-Auto,32383,Diesel,145,61.4,2.0,21498
Nk3HdhDm36CsiVvbc2n3ms,E,E_17,2019,Automatic,16,Petrol,145,30.1,2.9,49750
Jdf9afPKGqkpSiNYStBbzm,I,I_9,2017,Automatic,33265,Diesel,30,61.4,2.1,17900
Pj7wCRphW9tB4TeDwuxxxb,G,G_0,2018,Manual,19583,Petrol,145,65.7,1.0,11495
nvxcbnf3EUrVYtSdDbsafE,B,B_6,2017,Automatic,33610,Diesel,145,54.3,2.0,21299
8ACQxpNvEsrfGevxKgM8HH,A,A_1,2017,Automatic,37845,Petrol,145,51.4,1.4,9700
B3yWFtq7KaD3QcQDSzMU3r,A,A_1,2017,Manual,27923,Diesel,145,85.6,1.6,9498
Ck2MLEh3vG6MAVbFbUZtnf,B,B_7,2019,Semi-Auto,3811,Diesel,145,52.3,2.0,28990
EH3TYXKwHGLPCskGuvzTfv,E,E_6,2019,Automatic,500,Petrol,145,37.2,2.0,36500
ANVavubghoEJuyGeReEiY8,A,A_2,2017,Manual,23896,Petrol,20,62.8,1.0,6499
Ntm3QCLfMztEwE9ssQGVk3,G,G_1,2012,Manual,54750,Petrol,235,39.2,2.0,9799
g2eedxebSAnWcetBqRkucB,G,G_1,2013,Manual,53000,Petrol,145,47.9,1.6,6250
jb7LU7JVrT2XHarxTzXzAE,C,C_5,2017,Manual,26354,Petrol,145,48.7,1.4,16489
fDq6mLSaSzQaco9uvbUoeH,B,B_5,2016,Semi-Auto,8147,Diesel,30,65.7,2.0,19999
TS6rieZHiDXioB4nj77Ve2,C,C_0,2019,Manual,10450,Diesel,145,50.4,1.6,17790
jLBNe54jFFWzRawxmJnqnz,B,B_2,2013,Manual,31128,Diesel,30,62.8,2.0,8999
3WqCu44DPeY8StCrhFCMXn,E,E_2,2016,Manual,29961,Diesel,20,70.6,2.0,16000
nNeuBtcUab4ppUdhxH2asF,I,I_6,2013,Automatic,69197,Diesel,30,64.2,1.8,10495
K2ZhRywGGuS43VuXX9vEw5,G,G_4,2017,Manual,23001,Petrol,145,52.3,1.0,9499
7zYKVPntm2cPciidAWhJzV,I,I_16,2010,Automatic,46000,Diesel,555,31.0,3.0,12995
fQ33cAtpMDGb2FsVJPk5sC,A,A_1,2019,Manual,10000,Petrol,145,51.4,1.4,13000
B6JKnzNrDYePh4WkTENrT9,D,D_1,2019,Manual,10385,Petrol,145,34.9,1.6,19995
b98nNokAV4yQ9Ny5pGe5hy,C,C_4,2019,Manual,5000,Petrol,145,52.3,1.0,16491
PPaVUkbSzmJzBuEMhCo5Gf,E,E_3,2016,Manual,45258,Petrol,20,60.1,1.4,12875
nCfJNw3Es4tPKdvnF5uDqu,G,G_0,2008,Manual,69676,Petrol,150,49.6,1.4,3499
aanmnWXZfRNLFKoowNTa3z,A,A_4,2018,Automatic,32266,Petrol,145,37.2,1.4,14499
g9Vf8igN4zGz66YZp3Wg7K,C,C_1,2019,Semi-Auto,10,Petrol,145,44.8,1.5,20995
Dbh4n8e3Lronff3JxQmewQ,E,E_4,2017,Manual,16949,Petrol,145,49.6,1.4,18500
iAPmrvm9DF77MPDc3ePrvi,E,E_11,2016,Semi-Auto,43653,Diesel,200,47.9,3.0,31782
hAGnxdjQisf5An4iJR6XtY,D,D_4,2016,Manual,20251,Petrol,125,50.4,1.4,8498
RW8qT3eUjQNsVc463xCbiZ,E,E_11,2016,Automatic,38654,Diesel,200,47.9,3.0,29985
awntHpeKm4TyELqvWGuBaP,G,G_4,2018,Manual,23077,Diesel,145,68.9,1.5,12999
5gVBoLsWCV7squfEMcsUHm,D,D_6,2017,Automatic,11651,Hybrid,135,78.5,1.6,16290
PPsNCzt7httyGWz6TuQoA5,E,E_6,2017,Manual,28015,Diesel,145,64.2,2.0,19499
GyQXYjeAWjUG96MTBamKzk,A,A_4,2017,Manual,32384,Petrol,150,42.2,1.6,9990
Lss7PMpN5KcqLp4fSwD7Gb,D,D_0,2017,Manual,19398,Petrol,30,58.9,0.0,8600
DJ5epxqd2Ja25vM6swzGvB,C,C_10,2019,Manual,1201,Diesel,145,49.6,2.0,18990
BUdPhDqqbo3RGTvY2ki7Et,C,C_4,2019,Manual,5000,Petrol,145,52.3,1.0,14290
ZEJadwNV2n9xsrmmDW7mu7,A,A_1,2017,Semi-Auto,10550,Petrol,125,50.4,1.4,11498
bqcg9DzdgmH3vmtha59yAk,A,A_1,2017,Semi-Auto,29500,Petrol,125,51.4,1.4,10495
5aSA7eAdzGzErosSnM3zLn,I,I_12,2019,Automatic,4105,Diesel,145,48.7,2.9,35590
D9xqASmn2AiBeNF6Sx6EzC,G,G_0,2018,Manual,14028,Petrol,150,64.2,1.1,10040
hy5kxPHiTCf2XABVigYN8Z,I,I_7,2019,Manual,50,Petrol,145,44.8,1.3,21990
bZVhcXtkcfE7j562m3fV3K,F,F_10,2020,Automatic,150,Diesel,260,2.8,2.4,36995
PzCgELniNNF3mAivc85FZP,E,E_3,2016,Automatic,29047,Diesel,125,57.6,2.0,18990
imBmNFEptCJfAGEe6D88HC,I,I_9,2019,Semi-Auto,1000,Diesel,145,61.4,2.0,34249
J4pBSD3dk5DS8aDhujd5bY,E,E_6,2012,Manual,76866,Diesel,145,55.4,2.0,10874
kkkWi2AXNY7oCNS2s9g64u,I,I_9,2019,Semi-Auto,13334,Petrol,145,46.3,1.5,20399
MBsFvn73NFGMMkXoxYHAGq,I,I_9,2018,Automatic,84205,Diesel,145,58.9,1.6,20250
eW4GZUL24JxFRe3Z4xPzWp,F,F_1,2019,Automatic,10513,Hybrid,140,85.6,1.8,23395
cDkG6rAhKZcn3SDrATaeHk,B,B_4,2019,Manual,3347,Diesel,145,61.4,2.0,21480
4xDQjxQfRhEGoNmsRZcaBz,G,G_0,2018,Manual,5643,Petrol,145,64.2,1.1,10597
mYGdJrWqWQeEV9yYDiqfd8,G,G_0,2019,Manual,2751,Petrol,145,58.9,1.0,15800
irYQ4pUNrRWZuJemWGBo2i,B,B_3,2019,Semi-Auto,101,Diesel,145,41.5,3.0,48782
ifiWuiTL9k4ip2ETwDkMLp,G,G_10,2017,Manual,14685,Petrol,30,56.5,1.0,10199
4opwBoateHkSNZkLYSnFnh,B,B_2,2013,Automatic,53346,Petrol,145,48.7,1.6,9880
HRgQy9n8hRu4HxbKZGM8wQ,I,I_10,2019,Automatic,6689,Diesel,145,48.7,3.0,36149
ggcU8TkfeMHHAs9P7qVNTe,E,E_6,2017,Manual,21134,Petrol,145,49.6,2.0,17980
SzQtZhR5MatDDb9VmQe7sS,I,I_6,2020,Automatic,6000,Petrol,145,28.5,2.0,26444
9xQcYaBBdUHfyCYgJuGEJd,A,A_0,2019,Manual,7120,Petrol,145,43.5,1.4,8260
cjsBLyiRxW2NGQGDZBgx8u,C,C_5,2017,Automatic,30300,Diesel,145,49.6,2.0,21500
MZaoBkPpj5HZvNGKC4VJot,B,B_13,2018,Semi-Auto,13147,Diesel,150,58.9,2.0,24495
6WGPsJFXcrLWeTAkb5NY5F,E,E_5,2017,Semi-Auto,21634,Diesel,145,55.4,2.0,24000
g6tBy2YHZRqqV2E3yr6FWF,G,G_3,2018,Manual,27331,Diesel,145,64.2,1.5,16137
SWjGxLXbUkxZgRYfQHHPV5,C,C_24,2012,Semi-Auto,53000,Diesel,200,48.7,1.6,9995
e5PTQv9fPwp4W2qnc3RHG6,E,E_2,2017,Manual,44156,Diesel,20,70.6,2.0,14315
H7y2iKzvC5Ujyoi2rmu5e2,I,I_9,2017,Semi-Auto,21750,Diesel,145,67.3,2.1,22852
iFzveHfCSgnvDsFH4iPv4X,C,C_4,2019,Semi-Auto,11230,Petrol,145,45.6,1.0,14000
mMarxkYDouGZPVewqCoq6h,E,E_1,2019,Semi-Auto,3278,Diesel,145,47.9,2.0,31985
FiyY4rX2ZN9BUhV6tcxyDG,A,A_1,2017,Manual,37929,Diesel,0,85.6,1.6,8889
G5SqrsSv32F854HjSfUFwv,B,B_4,2018,Semi-Auto,10206,Petrol,145,50.4,1.5,19950
kvBBr9EBKhjE92KFaBZFaL,I,I_9,2019,Semi-Auto,14658,Petrol,145,46.3,1.5,23949
RZ9sxka9xbrGTgjgaDVr2q,G,G_4,2019,Manual,7810,Petrol,145,53.3,1.0,14997
ECbodiitdRvH89xP2jcyCP,G,G_0,2019,Manual,5,Petrol,145,48.7,1.1,12850
WmexAmsewo8RmhkjLLYN7t,B,B_7,2015,Manual,83000,Diesel,125,62.8,2.0,8490
cjBqdGLPF98xcSrcVtayjZ,E,E_3,2019,Automatic,4100,Diesel,145,52.3,1.6,21990
k2WF6r69ujQ96Y2xuMupMV,G,G_1,2017,Manual,9340,Diesel,0,74.3,1.5,11728
EmtFMDkxSMbL8eRGebDUxu,I,I_9,2019,Semi-Auto,9959,Diesel,145,57.7,2.0,29799
7SnQv9JUvBJDuEnQvo4JQS,C,C_0,2018,Manual,18297,Petrol,150,53.3,1.5,19990
FeNcPWp35abvwK2u5RWjfE,G,G_0,2006,Manual,45000,Petrol,165,47.1,1.2,2275
JLRKPxd95r3psaYKiwfP4b,G,G_3,2014,Manual,29989,Diesel,145,53.3,2.0,10495
Uzf44BP4Ez4hWgGRQH75Af,B,B_13,2019,Semi-Auto,5524,Petrol,145,34.0,2.0,32000
gY3VGrHrDXmxT2DBhDVoUw,G,G_0,2018,Manual,23531,Petrol,145,62.8,1.0,12700
TUJq5s4Jd6J6Y8JFsWEsBN,D,D_10,2017,Manual,10279,Petrol,145,50.4,1.4,9795
K87JjuucE8p6H7z7nnHMvZ,G,G_1,2016,Manual,18086,Petrol,20,60.1,1.0,8999
ARTiDLmuqVGh9oJLBMpfgX,B,B_8,2018,Automatic,24786,Diesel,145,47.1,3.0,37692
7iPQ7PGFErteLu9kwNJicA,G,G_1,2019,Manual,6682,Petrol,145,48.7,1.0,17991
4GPM5n2oTWQoqcuKeQiEGB,A,A_0,2017,Manual,18783,Petrol,145,55.4,1.4,8552
RpjvjNp4wtebSy9osCtUUt,E,E_3,2019,Semi-Auto,2580,Diesel,145,50.4,2.0,22890
72VcebjyBqHc8zG2h3CgHH,C,C_5,2017,Manual,33187,Diesel,145,50.4,2.0,21780
6hA9zwoBUcTbM6QrayvP3b,A,A_0,2019,Manual,16306,Petrol,150,44.8,1.4,9995
hjqxZD6i3VMQ2JxJXBiFoW,I,I_9,2015,Semi-Auto,18025,Diesel,20,64.2,2.1,16260
Dea4prwdyZKXxN2h9chywr,A,A_10,2018,Manual,5845,Petrol,150,44.1,1.2,15000
URQVXGrNEzpZPVArVsfiQt,A,A_4,2018,Semi-Auto,11803,Petrol,145,43.5,1.4,13489
RzUiNZYuW6Sgg6CD9E3YLw,C,C_2,2019,Semi-Auto,25,Diesel,145,49.6,1.6,20498
53qV5rQjhryyNYCU6Mvky6,C,C_16,2018,Automatic,18906,Diesel,265,36.2,3.0,22990
S6SJkEeEMU2EunxhC6C27N,B,B_0,2019,Semi-Auto,6655,Diesel,145,60.1,2.0,31995
dPMFjLCJRuTa9SvgRnn5ay,D,D_1,2017,Manual,18624,Diesel,30,61.7,1.7,12698
Ynvv9YRF83ZGFRmScjSGGd,G,G_11,2019,Automatic,10,Diesel,145,37.2,2.0,33500
MKYNFSTo9CquyGSL3K4ZHH,A,A_1,2017,Manual,47998,Diesel,145,72.4,1.6,9998
BN9rYg2bXwQsZ4RoLcfMpo,H,H_0,2020,Semi-Auto,1234,Diesel,145,54.3,2.0,20950
CbzrFt6ALd2iJHZZnBDYxv,C,C_3,2019,Manual,7462,Petrol,145,47.9,1.0,19990
PZN5DGdAW4BWTZDrExCPq7,C,C_4,2015,Semi-Auto,12026,Petrol,20,60.1,1.2,11490
RnSQLG5QmmCoR3KWGXcoEZ,G,G_0,2019,Manual,7968,Petrol,145,40.3,1.5,18917
nvHUhLakMyPmT9cVSWyBGa,G,G_3,2019,Manual,17522,Diesel,145,47.9,2.0,19995
LuZZkgfEsEaT7Yc4WVqcVK,I,I_9,2019,Semi-Auto,14422,Petrol,145,46.3,1.5,19799
EeyZCYbvg2gqeWBPghHVj6,B,B_6,2016,Automatic,59692,Diesel,145,54.3,2.0,15900
FmbwtU2BoA8TjHZ3HFvAiU,A,A_0,2019,Manual,3749,Petrol,150,43.5,1.4,10300
3NTgmtmnmuXgwD5nCaKXyf,B,B_0,2020,Semi-Auto,102,Petrol,145,52.3,2.0,26990
cpKy9WmTn3VUe6mqeXJQzN,I,I_9,2020,Semi-Auto,1000,Petrol,145,42.8,2.0,36209
knwp6LPootP25vtkx3NAtc,C,C_2,2019,Semi-Auto,4223,Diesel,150,48.7,2.0,26498
j9ikjpdsXY2TQ3G9i7MNAr,C,C_14,2016,Semi-Auto,11343,Diesel,30,65.7,1.6,19000
hfknAPxvLadmH5GXFDfa5n,H,H_1,2018,Manual,28300,Petrol,145,64.2,1.0,6995
cBdvzS4snWMzSV9v8TPVcR,B,B_7,2013,Manual,83000,Diesel,30,62.8,2.0,7495
TYsQiSfXzBnQB8GF8L4KJ7,E,E_2,2008,Manual,91748,Diesel,160,51.4,2.0,4350
X4wziNk9TuFTMVPMxujVak,H,H_7,2017,Manual,11224,Petrol,145,64.2,1.0,9495
TWVJdKtsknzWYfbQGRzpiz,E,E_3,2016,Manual,49379,Diesel,20,70.6,1.6,9995
ZWXhmjKrHqRFr3LDMLyv4c,I,I_5,2018,Automatic,10849,Diesel,150,58.9,2.1,19249
Vcgv3kh4iTeFrLN4fu9hnR,F,F_5,2017,Manual,28980,Petrol,145,68.9,1.0,7549
5XtrtDP9AGdZUaqgXMM8cM,C,C_1,2015,Manual,38357,Petrol,30,53.3,1.4,10698
RXsnVgy24dyxmjcWgGGfK7,A,A_7,2004,Manual,77000,Petrol,300,36.2,1.6,1995
FL3x5qvd5z4bg4vR95eQm9,E,E_14,2019,Semi-Auto,5904,Diesel,145,50.4,3.0,39496
hdEV5JQT972pHJF8MNRx2G,B,B_6,2016,Automatic,74659,Diesel,145,54.3,2.0,14100
kZtLs9VCYeS47UnvSXWFNs,A,A_0,2015,Manual,38498,Petrol,30,55.4,1.4,6999
3WCuCnD3uJHVVQkuCDDWib,E,E_5,2013,Semi-Auto,76859,Diesel,205,47.1,2.0,14247
NJAcnUXtsdhYNTgBRVjmzp,C,C_7,2017,Manual,27300,Petrol,20,64.2,1.0,7649
FCnkBqDiq64LVTVsT6qFiq,G,G_4,2017,Semi-Auto,11963,Petrol,160,44.8,1.5,10999
hdcyirGEVVcu7GRfx4CUwx,G,G_1,2019,Manual,2886,Petrol,145,60.1,1.0,16500
BADDFJawGyRcyQGT6HFuZh,I,I_15,2016,Automatic,42000,Diesel,235,44.8,2.1,31995
CoaUdPgGhEEczLzBC838Bu,E,E_2,2017,Manual,39000,Diesel,145,74.3,2.0,16499
oKxwLmgPVEkr6SVmAGtYDD,I,I_6,2018,Manual,23362,Petrol,145,51.4,1.6,16999
BCLAqT9bYsJzgyVZLxJ4kF,C,C_1,2017,Manual,12047,Diesel,30,60.1,2.0,19021
estbNwAfi37y2i2MKszsHX,F,F_5,2014,Manual,41000,Petrol,0,69.0,1.0,5700
nN9xPin6SguLArCwAcXNph,B,B_1,2017,Semi-Auto,3546,Diesel,145,48.7,3.0,32023
gELLg5TFcYrPupAAYXhTGC,B,B_4,2014,Semi-Auto,35000,Diesel,30,65.7,2.0,11990
cvQkc4CaxbMPafZpcfH3Es,E,E_3,2020,Manual,5015,Diesel,150,53.3,1.6,21970
e9u9HjJvFSVkZibsEKZM3V,G,G_0,2017,Manual,17852,Petrol,145,62.8,1.0,10299
m88cUuLSKwMxWghhVkXaBs,I,I_6,2016,Automatic,44504,Diesel,20,70.6,2.1,12999
Y9EK9HsxWvk7C2f9yqicUd,D,D_0,2014,Manual,63100,Petrol,30,57.6,1.2,4990
FFyJAhw5mpbMtwiYXD73Wp,G,G_4,2019,Manual,3031,Petrol,145,53.3,1.0,16495
UqtDLMPdZiCtYy9n35eJXu,G,G_1,2017,Semi-Auto,13768,Petrol,145,51.4,1.0,12799
edjp2FmgqMUWhDMcN9tdzJ,A,A_1,2014,Automatic,13001,Petrol,205,42.8,1.4,7999
8qJycj3RcysXQNVdVnxFbp,B,B_11,2019,Manual,2953,Petrol,145,51.4,1.5,23980
B38ufDmjqUrTfDFWArbUqT,G,G_1,2017,Manual,11432,Petrol,145,41.5,2.0,17995
amqb7Xj69r6UzqhogSNbsn,F,F_5,2017,Manual,11605,Petrol,145,68.9,1.0,7998
7jZtxkkeRchCqXv8GUWiLQ,E,E_5,2017,Manual,23221,Diesel,160,49.6,2.0,18299
2oTaNQH4TMZJdr4c2bK26M,A,A_1,2018,Manual,13680,Diesel,145,78.5,1.6,9800
d9Z9wmuYSe9uDERfDuaGBp,G,G_0,2016,Manual,36488,Petrol,20,62.8,1.0,8998
4K4V5h8oiH6SchcNS5dxku,D,D_4,2018,Semi-Auto,6089,Petrol,150,44.1,1.4,15995
bGLy66xDQqd2yitvCgbJa3,G,G_0,2018,Manual,10223,Petrol,145,60.1,1.0,13690
TPXo6iZacXK5YjCzViNeo6,C,C_21,2019,Automatic,7486,Diesel,260,33.2,2.0,57991
V3hJ5mCHJyxLPNKMvbeLuH,C,C_0,2018,Manual,5000,Petrol,145,55.4,1.0,18995
HiGYm7UAMAUgTQJfEcwZGp,B,B_2,2010,Manual,60000,Diesel,125,60.1,2.0,6275
JuZXrBbmu85LJVPRHvhvFb,A,A_0,2016,Manual,19448,Petrol,30,55.4,1.4,6298
MLFodeKaezfbTcuoZjTbt5,B,B_7,2012,Automatic,53333,Diesel,20,68.9,2.0,8995
cF4JzM5XzGiGXNHkUZTNaN,C,C_5,2019,Manual,13000,Diesel,145,47.9,2.0,32500
eLLSg3EkefVXJ2TwaJFmHn,A,A_10,2019,Manual,5695,Petrol,145,44.1,1.2,16800
EcdjXqTwnfrQjsH6P6qzkP,F,F_3,2019,Automatic,7011,Hybrid,135,76.3,1.5,13690
JwR3GjjPm8Rk9ekHNp9nCB,G,G_7,2018,Manual,15700,Petrol,145,57.7,1.2,8800
Q5xKC3QM4nSBprofEbYNjE,G,G_1,2015,Manual,50000,Petrol,20,61.4,1.0,7475
5kdJUi8mTme9V5REgQ827L,F,F_2,2017,Automatic,20216,Hybrid,20,55.4,2.5,22795
PCTHGwNUEp9K4cghwgzWwj,B,B_11,2016,Automatic,43475,Diesel,125,57.6,2.0,17450
NHScMAGbRibcjULFn92jZh,C,C_4,2016,Manual,4682,Petrol,20,60.1,1.2,11500
4MPzCbdbd75u8HLdmLMuFx,B,B_11,2019,Semi-Auto,3546,Diesel,145,60.1,2.0,28950
VuQVdk5P7AmfkygmFkaBpc,C,C_1,2016,Manual,33918,Petrol,30,53.3,1.4,11495
cN92D54KEEyTeQJsZaoCJA,I,I_6,2019,Semi-Auto,975,Diesel,145,67.3,1.5,23299
n5PziUHWaaL2q6XAMkbP2M,A,A_1,2016,Manual,53061,Diesel,20,72.4,1.6,8955
fyTgcDpKRfG5EPdc5Lqm4V,C,C_4,2016,Manual,30000,Petrol,20,60.1,1.0,8750
RrJRqjEwcXgV7zJXAVmE3P,E,E_3,2019,Automatic,13681,Petrol,145,42.2,1.5,21938
hY3dLxSQPEfzXMerz6Nm2j,H,H_9,2019,Semi-Auto,8783,Petrol,150,47.1,1.0,14985
Gr4Cg6eeLJw9cRED3FXM59,B,B_4,2015,Semi-Auto,27494,Diesel,20,68.9,2.0,11837
espbyzNyYEYRLh7Te7NHhe,C,C_4,2016,Semi-Auto,5702,Petrol,20,60.1,1.2,13490
G6MXQ7sYFy5u4HvrkxYfKb,A,A_12,2016,Manual,33702,Diesel,0,74.3,1.6,8550
5ChLnn32tBSrDUdqMaEQv5,A,A_12,2018,Automatic,33100,Diesel,145,51.4,2.0,14985
er8NAet5vBTA7w7d3Zets3,G,G_0,2019,Manual,9156,Petrol,145,60.1,1.0,16000
F4F5FAmBF4FPKiUAs7Eapz,B,B_4,2016,Automatic,62140,Hybrid,0,141.2,1.5,13500
GgxymFvTsxosK9AqwFPK9M,G,G_9,2017,Automatic,16840,Petrol,260,35.8,2.0,20500
YE2tSySfafaG7A3TirAyxi,I,I_1,2018,Semi-Auto,2984,Diesel,145,48.7,3.0,58099
jUXiv9ydUsrzsHdtsacazZ,D,D_2,2017,Manual,5600,Petrol,20,60.1,1.0,7695
W5eWSR2MT2rujCJ8auuXCA,G,G_7,2017,Manual,23882,Petrol,145,57.7,1.2,7420
fwqpJH8fNLVLMH8yt9rRk5,G,G_1,2016,Automatic,11990,Petrol,125,51.4,1.0,10417
5B4hTe9YGqQKZ7o6BBxjS4,G,G_0,2019,Manual,5502,Petrol,150,58.9,1.0,12495
NwUbySTGwritmKZYmNYR8M,F,F_4,2017,Automatic,28498,Hybrid,0,78.5,1.8,13995
5wymMxrnH7NGpmV75bnSvX,E,E_11,2017,Automatic,29627,Diesel,145,39.2,4.0,49850
hV5M5jxuWG2ScSEvMhJF2W,C,C_4,2017,Semi-Auto,8693,Petrol,145,60.1,1.2,12495
gKekcS6YnANULrZZhtEU65,E,E_4,2016,Manual,46113,Diesel,145,55.4,2.0,15590
BtJTWfCg4AN6cWYm4NF3N4,F,F_3,2017,Manual,19394,Petrol,145,65.7,1.0,8099
LLPLz6PKrJw7KQhm6DPMt3,D,D_1,2016,Manual,34747,Petrol,160,44.8,1.6,11698
NG8SSnGCwVJmxxiZWQvtPi,G,G_0,2017,Manual,24641,Petrol,125,54.3,1.2,6717
5sJqFFziGzfHxjGArvbrjT,G,G_1,2016,Manual,42792,Diesel,20,70.6,2.0,10141
SAZd5pJb4LxMyNvxxCbjDr,A,A_4,2016,Automatic,15781,Petrol,160,43.5,1.4,13245
n7XAkUCaBm6nqaCZ6g94vX,F,F_4,2018,Automatic,20000,Hybrid,135,68.8,1.8,15450
9KKHffKLSR8Dd8923A98hc,D,D_1,2017,Manual,50408,Diesel,30,61.7,1.7,10698
82HtiDkoSZY2Zm4ipsrWTe,C,C_0,2018,Manual,15307,Petrol,145,53.3,1.5,18995
6aPjkwk3S8eezicxSpgbaw,A,A_1,2020,Manual,10,Petrol,145,54.3,1.2,15900
da8qHY9WJmtLspe5dDrbc8,B,B_7,2019,Automatic,5000,Petrol,145,42.2,2.0,29500
gx4iv3LLmuEnSv4otZiiAS,D,D_0,2018,Manual,11895,Petrol,150,46.3,1.2,10295
QHRMgDdkgAtw542NSiaAaX,C,C_7,2019,Manual,10750,Petrol,145,52.3,1.0,9900
kGy8JwvpfkJaCvnpKGjjWM,B,B_7,2016,Automatic,84252,Hybrid,0,134.5,2.0,15199
